material_id,formula_pretty,composition,K_vrh,G_vrh
mp-23339,NaBrO3,Na4 Br4 O12,27.038,16.231
mp-7939,NaNbSe2,Na2 Nb2 Se4,61.06,39.007
mp-7400,NaAlGe,Na2 Al2 Ge2,39.291,17.053
mp-961685,NaCaAs,Na1 Ca1 As1,33.378,21.704
mp-976220,NaCdHg2,Na1 Cd1 Hg2,24.122,8.211
mp-568428,KNa(BH4)2,K1 Na1 B2 H8,16.079,8.573
mp-14039,K2NaRhF6,K2 Na1 Rh1 F6,43.639,22.615
mp-973352,NaCo3,Na2 Co6,29.646,168.403
mp-1029357,NaZnN,Na2 Zn2 N2,63.702,33.023
mp-5962,NaMgAs,Na2 Mg2 As2,33.163,20.602
mp-6973,CsNaS,Cs2 Na2 S2,20.614,10.436
mp-976768,NaMg3,Na1 Mg3,27.664,5.894
mp-29069,Na(CuS)4,Na1 Cu4 S4,58.012,22.313
mp-976133,NaAsO3,Na1 As1 O3,126.053,121.985
mp-3744,NaNbO2,Na2 Nb2 O4,146.768,99.169
mp-38103,NaClO4,Na1 Cl1 O4,20.812,11.502
mp-976863,NaTm3,Na1 Tm3,33.868,20.509
mp-976775,NaMgO3,Na1 Mg1 O3,67.537,10.716
mp-950,NaZn13,Na2 Zn26,64.356,47.603
mp-978278,Na(BH)6,Na4 B24 H24,11.036,6.038
mp-989527,Cs2NaNF6,Cs2 Na1 N1 F6,35.858,18.173
mp-5693,NaCrS2,Na1 Cr1 S2,60.393,34.579
mp-23918,NaGaH4,Na2 Ga2 H8,13.991,8.089
mp-754718,NaCuO2,Na2 Cu2 O4,59.984,20.992
mp-865098,NaLaAu2,Na1 La1 Au2,55.109,16.143
mp-30352,NaAg2,Na2 Ag4,47.598,20.815
mp-34240,NaZnAs,Na1 Zn1 As1,42.014,15.206
mp-7914,NaScO2,Na1 Sc1 O2,100.745,66.176
mp-22483,NaInTe2,Na2 In2 Te4,19.763,15.869
mp-975990,NaLiO3,Na1 Li1 O3,49.933,13.061
mp-27335,NaAlSi,Na2 Al2 Si2,40.723,19.975
mp-865107,NaMgPb2,Na1 Mg1 Pb2,15.404,7.06
mp-8754,NaLiTe,Na4 Li4 Te4,24.832,15.62
mp-755581,NaCeO2,Na1 Ce1 O2,64.896,36.388
mp-1008866,NaAgO,Na1 Ag1 O1,59.264,20.866
mp-4541,NaCuO2,Na1 Cu1 O2,58.273,31.25
mp-1029407,NaCrN2,Na2 Cr2 N4,87.392,88.233
mp-989514,Cs2NaSbCl6,Cs2 Na1 Sb1 Cl6,17.435,9.454
mp-3521,NaBF4,Na2 B2 F8,28.014,12.385
mp-10166,NaAlSe2,Na2 Al2 Se4,28.308,4.292
mp-13799,K2NaYF6,K2 Na1 Y1 F6,36.926,19.851
mp-989563,Rb2NaTlCl6,Rb2 Na1 Tl1 Cl6,17.958,8.845
mp-865119,NaPrHg2,Na1 Pr1 Hg2,41.671,14.842
mp-976968,NaPdO3,Na1 Pd1 O3,104.533,38.431
mp-1007637,KNaH2,K1 Na1 H2,17.067,13.115
mp-20555,NaPb3,Na1 Pb3,32.491,14.898
mp-1029711,NaVN2,Na4 V4 N8,46.808,10.582
mp-570950,NaLi2N,Na1 Li2 N1,13.822,13.772
mp-982370,Na,Na4,7.773,3.678
mp-5339,CsNaTe,Cs2 Na2 Te2,14.558,7.749
mp-865090,NaAcTl2,Na1 Ac1 Tl2,31.125,12.636
mp-23870,NaH,Na1 H1,23.295,19.487
mp-9069,K2NaAlAs2,K4 Na2 Al2 As4,22.098,14.515
mp-3671,NaNbO3,Na8 Nb8 O24,101.993,59.156
mp-7440,NaP,Na8 P8,29.048,12.804
mp-977123,NaTiO3,Na1 Ti1 O3,138.443,68.649
mp-27682,NaSnS2,Na1 Sn1 S2,39.706,20.865
mp-9035,NaLuS2,Na1 Lu1 S2,48.095,30.181
mp-977182,NaNb3,Na1 Nb3,116.717,176.789
mp-7002,NaTiO2,Na1 Ti1 O2,104.141,63.701
mp-976319,NaHo3,Na1 Ho3,31.547,5.748
mp-5788,NaUO3,Na4 U4 O12,83.733,53.954
mp-975997,NaLi2Pb,Na1 Li2 Pb1,22.028,13.808
mp-9573,NaBeAs,Na2 Be2 As2,44.531,33.067
mp-976405,NaEr3,Na1 Er3,33.418,18.579
mp-754850,NaTiS2,Na1 Ti1 S2,52.215,30.741
mp-5414,NaSbS2,Na2 Sb2 S4,23.333,14.886
mp-8973,NaSi2N3,Na2 Si4 N6,186.672,116.13
mp-867147,BaNaHg2,Ba1 Na1 Hg2,20.768,2.7
mp-989608,Cs2NaAsCl6,Cs2 Na1 As1 Cl6,18.551,10.352
mp-3795,NaZnF3,Na4 Zn4 F12,68.824,30.263
mp-6586,K2NaAlF6,K2 Na1 Al1 F6,45.766,27.366
mp-989642,Cs2NaAlH6,Cs2 Na1 Al1 H6,23.548,15.331
mp-865097,NaHgPd2,Na1 Hg1 Pd2,80.025,24.87
mp-989561,NaTl2GaF6,Na1 Tl2 Ga1 F6,42.375,18.37
mp-1009220,NaH,Na1 H1,23.963,4.462
mp-962066,NaLiTe,Na1 Li1 Te1,21.842,-58.994
mp-977138,NaTc3,Na1 Tc3,186.78,62.388
mp-560037,Rb2NaBiF6,Rb2 Na1 Bi1 F6,32.377,16.405
mp-976185,NaBeO3,Na1 Be1 O3,109.135,30.372
mp-962067,BaNaSn,Ba1 Na1 Sn1,18.381,3.472
mp-675531,NaBiS2,Na2 Bi2 S4,27.308,21.644
mp-127,Na,Na1,7.808,2.099
mp-7433,NaCuSe,Na2 Cu2 Se2,47.267,20.221
mp-11180,NaC,Na2 C2,28.546,15.367
mp-8799,RbNaS,Rb2 Na2 S2,22.388,12.314
mp-13459,NaCdSb,Na4 Cd4 Sb4,32.293,13.704
mp-976289,NaCd2Au,Na1 Cd2 Au1,49.057,7.419
mp-865145,NaTl2Bi,Na1 Tl2 Bi1,27.25,8.941
mp-1009223,NaAs,Na1 As1,42.172,26.894
mp-14038,Rb2NaRhF6,Rb2 Na1 Rh1 F6,40.086,21.126
mp-974866,Rb3Na,Rb3 Na1,3.34,1.364
mp-8868,Ba3NaN,Ba6 Na2 N2,1.319,2.319
mp-13815,Rb2NaErF6,Rb2 Na1 Er1 F6,34.753,19.848
mp-4824,NaZnP,Na2 Zn2 P2,42.42,26.866
mp-1022488,NaMg6Zr,Na1 Mg6 Zr1,35.637,18.822
mp-754631,NaCu2O3,Na1 Cu2 O3,69.185,36.587
mp-977117,NaTeO3,Na1 Te1 O3,137.484,78.761
mp-865111,NaSmAu2,Na1 Sm1 Au2,59.904,18.192
mp-865127,NaTl2Cd,Na1 Tl2 Cd1,23.718,7.617
mp-865082,NaCaAu2,Na1 Ca1 Au2,41.303,20.408
mp-972941,NaBi3,Na2 Bi6,32.912,11.214
mp-989548,Rb2NaTlF6,Rb2 Na1 Tl1 F6,34.898,17.791
mp-15668,NaSe,Na4 Se4,21.931,11.917
mp-2725306,NaCu3O4,Na1 Cu3 O4,45.84,20.876
mp-973316,NaLi3,Na2 Li6,11.571,5.99
mp-643273,NaH2Pd3,Na1 H2 Pd3,108.766,34.066
mp-755144,NaLiO,Na2 Li2 O2,55.978,39.05
mp-8470,NaPrO2,Na2 Pr2 O4,84.293,42.149
mp-7240,NaRuO2,Na1 Ru1 O2,94.522,16.158
mp-977128,NaRu3,Na1 Ru3,172.715,41.644
mp-865113,NaNdAu2,Na1 Nd1 Au2,57.865,17.696
mp-578606,NaCuO2,Na1 Cu1 O2,111.932,57.044
mp-862945,NaPmTe2,Na1 Pm1 Te2,44.621,12.633
mp-755959,NaLiO,Na4 Li4 O4,38.429,16.356
mp-976971,NaPd3,Na1 Pd3,97.437,36.663
mp-22851,NaCl,Na1 Cl1,25.834,4.456
mp-865120,NaPaO3,Na1 Pa1 O3,132.432,57.938
mp-631337,NaTaNi,Na1 Ta1 Ni1,70.07,-24.806
mp-9068,K2NaAlP2,K4 Na2 Al2 P4,24.93,16.531
mp-758835,Na(Cu3O4)2,Na1 Cu6 O8,127.638,81.602
mp-2964,NaNO2,Na1 N1 O2,23.903,13.819
mp-22464,NaO3,Na1 O3,23.841,12.571
mp-9574,NaBeSb,Na2 Be2 Sb2,34.453,23.924
mp-4247,NaZnSb,Na2 Zn2 Sb2,31.291,3.953
mp-1029466,NaNiN,Na4 Ni4 N4,60.312,29.1
mp-7469,NaCuO,Na4 Cu4 O4,47.66,22.586
mp-27176,NaMnCl3,Na2 Mn2 Cl6,27.676,9.818
mp-999490,NaDyS2,Na1 Dy1 S2,45.768,27.774
mp-1009221,NaN,Na1 N1,34.757,18.325
mp-989523,Rb2NaAsF6,Rb2 Na1 As1 F6,36.315,19.293
mp-1029313,NaRuN,Na2 Ru2 N2,94.744,35.617
mp-6058,K2NaScF6,K2 Na1 Sc1 F6,41.223,23.479
mp-989533,NaTl2InF6,Na1 Tl2 In1 F6,39.944,17.814
mp-961703,NaLiPt,Na1 Li1 Pt1,28.036,-40.599
mp-22916,NaBr,Na1 Br1,19.491,11.281
mp-754567,NaCdO2,Na1 Cd1 O2,69.553,28.076
mp-29529,NaSnP,Na2 Sn2 P2,29.913,18.993
mp-5077,NaLi2Sb,Na1 Li2 Sb1,29.136,22.606
mp-865096,NaHoTl2,Na1 Ho1 Tl2,38.106,23.742
mp-976292,NaCu,Na1 Cu1,33.222,11.216
mp-952566,NaSnSb,Na2 Sn2 Sb2,22.663,13.031
mp-989568,Cs2NaMgF6,Cs2 Na1 Mg1 F6,31.063,12.854
mp-7434,NaCuTe,Na2 Cu2 Te2,31.971,15.202
mp-561536,NaMgBO3,Na2 Mg2 B2 O6,97.556,33.187
mp-997041,NaCuO2,Na2 Cu2 O4,48.702,22.051
mp-34081,NaYF4,Na2 Y2 F8,68.677,32.05
mp-976236,NaCaTl2,Na1 Ca1 Tl2,24.373,11.459
mp-990084,Na2Cl,Na2 Cl1,13.51,6.628
mp-697096,Na2H4Pt,Na2 H4 Pt1,22.706,12.865
mp-863707,KNa2Bi,K1 Na2 Bi1,16.554,10.679
mp-15685,Na2CuAs,Na4 Cu2 As2,31.898,18.43
mp-28810,Na2CS3,Na4 C2 S6,16.312,7.334
mp-865500,Na2Hf2O5,Na2 Hf2 O5,102.218,37.565
mp-865625,Na2MgSn,Na4 Mg2 Sn2,22.948,18.808
mp-5784,Na2GeO3,Na4 Ge2 O6,53.912,28.066
mp-13520,Na2ZnGe,Na4 Zn2 Ge2,23.139,15.794
mp-2352,Na2O,Na2 O1,45.868,30.58
mp-22313,Na2PtO2,Na2 Pt1 O2,73.912,27.803
mp-850251,Na2Ti9O19,Na2 Ti9 O19,125.464,20.715
mp-15724,KNa2Sb,K1 Na2 Sb1,18.878,12.629
mp-1018810,Na2Cl,Na4 Cl2,14.689,-5.163
mp-9719,Na2LiAlP2,Na8 Li4 Al4 P8,40.227,27.656
mp-761872,Na2Sn2O3,Na4 Sn4 O6,30.323,23.861
mp-541989,Na2CN2,Na2 C1 N2,39.851,19.095
mp-631339,Na2LiTa,Na2 Li1 Ta1,17.782,5.998
mp-546142,Na2UO4,Na2 U1 O4,42.279,24.83
mp-20495,Na2CO3,Na4 C2 O6,43.912,200.977
mp-1024067,Na2ZnS2,Na8 Zn4 S8,30.666,14.149
mp-989504,Na2LiNF6,Na2 Li1 N1 F6,59.139,30.306
mp-2784,Na2Te,Na2 Te1,19.229,11.389
mp-755974,Na2CuO2,Na2 Cu1 O2,67.632,24.372
mp-4961,Na2HgO2,Na2 Hg1 O2,42.323,23.423
mp-866132,Na2TlSb,Na2 Tl1 Sb1,24.55,18.578
mp-2340,Na2O2,Na6 O6,49.866,29.996
mp-864898,Na2TlBi,Na2 Tl1 Bi1,22.587,16.745
mp-1029309,Na2HfN2,Na2 Hf1 N2,33.135,21.646
mp-973056,Na2CdHg,Na2 Cd1 Hg1,17.144,7.485
mp-631554,Na2TiAu,Na2 Ti1 Au1,37.563,-23.148
mp-1029605,Na2MnN2,Na8 Mn4 N8,44.14,22.139
mp-556125,Na2BHO3,Na8 B4 H4 O12,47.14,18.023
mp-11820,BaNa2,Ba4 Na8,8.587,5.631
mp-556536,Na2Zr(CuS2)2,Na2 Zr1 Cu2 S4,49.275,19.957
mp-975275,RbNa2Sb,Rb1 Na2 Sb1,17.884,10.261
mp-643260,Na2H4Pd,Na2 H4 Pd1,20.548,11.385
mp-8871,CsNa2BO3,Cs2 Na4 B2 O6,47.016,21.559
mp-23954,Na2H2Pd,Na2 H2 Pd1,28.047,18.246
mp-3488,Na2Ti3O7,Na4 Ti6 O14,97.103,43.32
mp-7639,Na2CuP,Na4 Cu2 P2,34.554,20.74
mp-7219,Na2ZrSe3,Na4 Zr2 Se6,34.893,21.712
mp-15113,Na2Si3O7,Na4 Si6 O14,101.485,67.825
mp-2831941,Na2CdSnS4,Na2 Cd1 Sn1 S4,30.022,9.886
mp-27562,Na2Pd3O4,Na2 Pd3 O4,94.869,34.888
mp-7149,Na2LiN,Na2 Li1 N1,33.247,16.882
mp-4823,Na2PdC2,Na2 Pd1 C2,47.04,22.117
mp-1136,Na3As,Na6 As2,22.238,13.902
mp-3416,Na3AlF6,Na6 Al2 F12,50.993,28.155
mp-754483,Na3(CuO2)2,Na3 Cu2 O4,33.577,21.098
mp-977403,Na3Tl,Na3 Tl1,12.052,5.181
mp-675104,Na3YCl6,Na3 Y1 Cl6,20.048,8.16
mp-864742,Na3Sn,Na3 Sn1,17.492,5.722
mp-977062,Na3Ca,Na3 Ca1,9.908,2.301
mp-10167,Na3SbS4,Na3 Sb1 S4,21.399,4.399
mp-977189,Na3Bi,Na3 Bi1,19.11,9.212
mp-27478,Na3PaF8,Na3 Pa1 F8,42.892,19.864
mp-8543,Na3AlAs2,Na6 Al2 As4,23.337,12.749
mp-754352,Na3CuO2,Na6 Cu2 O4,50.896,26.427
mp-1006112,Na3Co,Na3 Co1,16.754,4.933
mp-977200,Na3C,Na3 C1,22.193,4.584
mp-27321,Na3(CuS)4,Na6 Cu8 S8,41.123,18.701
mp-28602,Na3ClO,Na3 Cl1 O1,32.992,22.436
mp-864765,Na3HfF8,Na3 Hf1 F8,43.786,17.57
mp-676512,Na3AlF6,Na3 Al1 F6,47.494,23.772
mp-34579,Na3HfF7,Na3 Hf1 F7,39.246,16.325
mp-999496,Na3N,Na3 N1,27.127,13.547
mp-982773,Na3Tl,Na3 Tl1,11.861,4.995
mp-985584,Na3PS4,Na3 P1 S4,22.647,6.232
mp-27838,Na3Bi,Na6 Bi2,17.175,10.693
mp-11738,Na3PS3O,Na6 P2 S6 O2,25.786,12.971
mp-983509,Na3Cd,Na6 Cd2,11.971,6.122
mp-7956,Na3Sb,Na6 Sb2,19.462,12.543
mp-29551,Na3Hg,Na3 Hg1,12.299,5.4
mp-6328,Na2Ti2Sb2O,Na2 Ti2 Sb2 O1,52.503,29.889
mp-1019551,BaNa2Mg(PO4)2,Ba1 Na2 Mg1 P2 O8,82.728,46.497
mp-990440,Na2ZrO3,Na8 Zr4 O12,80.895,50.952
mp-4770,Na2SO4,Na4 S2 O8,42.716,21.97
mp-985586,Na3BrO,Na3 Br1 O1,31.663,21.887
mp-473,Na3P11,Na12 P44,13.739,6.665
mp-2774343,Na3Be,Na3 Be1,14.383,4.861
mp-558432,Na3P(SO)2,Na24 P8 S16 O16,27.644,14.486
mp-2639,Na3N,Na3 N1,21.088,11.725
mp-999495,Na3N,Na3 N1,29.531,6.252
mp-779545,Na3CuO2,Na6 Cu2 O4,43.258,16.37
mp-542136,Na3PSO3,Na6 P2 S2 O6,38.66,22.051
mp-974270,Na3Al,Na3 Al1,14.872,4.102
mp-28630,Na3BN2,Na12 B4 N8,46.765,24.856
mp-8703,Na3SbSe4,Na3 Sb1 Se4,19.392,5.501
mp-8860,Na3As,Na3 As1,24.248,11.722
mp-864758,Na3In,Na3 In1,13.554,5.917
mp-982595,Na3Re,Na3 Re1,18.675,3.286
mp-982637,Na3Mg,Na3 Mg1,11.333,4.612
mp-5122,Na3AlP2,Na6 Al2 P4,28.353,15.648
mp-864745,Na3ZrF8,Na3 Zr1 F8,41.055,16.564
mp-28782,Na3PS4,Na6 P2 S8,22.958,10.928
mp-1186018,Na3Au,Na3 Au1,18.941,6.198
mp-1029595,Na3OsN2,Na12 Os4 N8,41.387,20.467
mp-982981,Na3Rh,Na6 Rh2,20.449,9.445
mp-982873,Na3Tl,Na3 Tl1,11.581,3.209
mp-1598,Na3P,Na6 P2,24.781,14.892
mp-3527,Na3AgO2,Na6 Ag2 O4,50.007,27.831
mp-27579,Na4P2O7,Na16 P8 O28,45.175,24.379
mp-22937,Na4I2O,Na4 I2 O1,20.124,11.964
mp-28591,Na4HgP2,Na4 Hg1 P2,23.476,12.461
mp-542090,Na4Al3(SiO4)3,Na8 Al6 Si6 O24,24.097,28.081
mp-551886,Na4CO4,Na4 C1 O4,32.124,11.846
mp-8752,Na4CdP2,Na4 Cd1 P2,23.586,12.6
mp-555678,Na4Ti5O12,Na4 Ti5 O12,133.543,60.956
mp-28698,Na4IrO4,Na4 Ir1 O4,41.96,21.927
mp-760492,Na4PtO4,Na4 Pt1 O4,54.146,30.888
mp-28599,Na4Br2O,Na4 Br2 O1,25.283,14.596
mp-568866,Na6ZnSn2,Na6 Zn1 Sn2,16.146,9.403
mp-778364,Na6Ti2O7,Na12 Ti4 O14,46.367,25.335
mp-3138,Na8SnSb4,Na16 Sn2 Sb8,18.677,8.832
mp-28017,Na8Ti5O14,Na16 Ti10 O28,74.063,43.59
mp-8253,Na5ReO6,Na5 Re1 O6,56.295,37.483
mp-20067,Na5OsO6,Na5 Os1 O6,55.843,37.641
mp-29308,Na5Co2S5,Na5 Co2 S5,33.706,14.373
mp-5929,Na5SiP3,Na20 Si4 P12,30.046,16.822
mp-1029574,Na5OsN4,Na10 Os2 N8,39.663,14.17
mp-760400,Na5BiO5,Na5 Bi1 O5,58.661,38.102
mp-11147,Na5CuSO2,Na5 Cu1 S1 O2,35.442,18.576
mp-1029542,Na6MoN4,Na12 Mo2 N8,54.672,37.513
mp-8389,Na6ZnS4,Na12 Zn2 S8,31.23,14.354
mp-1029656,Na6WN4,Na12 W2 N8,53.691,38.074
mp-2861134,KMg6Zr,K1 Mg6 Zr1,29.002,17.592
mp-6178,Cs2KTiF6,Cs2 K1 Ti1 F6,41.268,-23.193
mp-962072,KYSn,K1 Y1 Sn1,26.23,8.847
mp-3982,KCuO2,K2 Cu2 O4,34.178,17.182
mp-961648,KBaP,K1 Ba1 P1,25.882,-12.045
mp-1029347,KPtN,K2 Pt2 N2,66.018,33.563
mp-7438,KZnSb,K2 Zn2 Sb2,24.441,17.165
mp-546633,KClO4,K1 Cl1 O4,15.769,7.16
mp-1021327,KLiICl,K1 Li1 I1 Cl1,15.287,8.606
mp-7077,KAuS,K2 Au2 S2,13.02,6.053
mp-1029404,KGe2N3,K2 Ge4 N6,135.298,78.625
mp-23959,KP(HO2)2,K2 P2 H4 O8,24.639,16.417
mp-35035,KCN,K1 C1 N1,15.286,7.891
mp-7938,KNbS2,K2 Nb2 S4,69.488,46.405
mp-3827,KFeS2,K2 Fe2 S4,16.879,9.027
mp-6179,KLiSO4,K2 Li2 S2 O8,36.141,20.883
mp-974061,KSiO3,K1 Si1 O3,178.452,117.855
mp-21847,KMnAs,K2 Mn2 As2,9.764,10.135
mp-5347,KAlF4,K1 Al1 F4,58.079,14.059
mp-8608,K(Cu2As)2,K1 Cu4 As2,51.763,20.635
mp-10102,KAgC2,K1 Ag1 C2,29.114,14.306
mp-1184755,K,K2,3.576,1.623
mp-16293,KSbO3,K4 Sb4 O12,112.518,73.035
mp-4495,KLiTe,K2 Li2 Te2,19.903,11.932
mp-1018031,KInO2,K1 In1 O2,86.691,43.643
mp-30533,KPt2S3,K2 Pt4 S6,31.59,13.097
mp-863707,KNa2Bi,K1 Na2 Bi1,16.554,10.679
mp-568747,K(NiSe)2,K1 Ni2 Se2,36.261,17.982
mp-604318,K,K4,3.566,1.596
mp-4233,KMnSb,K2 Mn2 Sb2,22.579,12.876
mp-631473,KTi2Bi,K1 Ti2 Bi1,53.236,23.084
mp-976271,KTi2F7,K1 Ti2 F7,83.985,38.463
mp-7621,KTcO4,K2 Tc2 O8,17.135,10.609
mp-6968,Cs2KCuF6,Cs2 K1 Cu1 F6,34.359,16.596
mp-973471,KReO3,K1 Re1 O3,201.94,119.458
mp-974827,KPr3,K1 Pr3,21.468,6.489
mp-24428,KH2N,K2 H4 N2,19.158,10.617
mp-10175,KCdF3,K1 Cd1 F3,55.986,21.121
mp-1002081,KNaICl,K1 Na1 I1 Cl1,14.528,8.011
mp-7375,KNbO3,K1 Nb1 O3,103.322,30.726
mp-34857,KNO2,K1 N1 O2,14.294,8.844
mp-6867,KCaCO3F,K1 Ca1 C1 O3 F1,51.664,29.357
mp-696752,KP(HO2)2,K2 P2 H4 O8,26.171,10.626
mp-560767,KNaTiO3,K2 Na2 Ti2 O6,58.009,27.905
mp-463,KF,K1 F1,29.839,16.899
mp-1866,KO2,K1 O2,24.246,9.593
mp-8175,KTlO2,K1 Tl1 O2,71.739,27.414
mp-669347,KCuF3,K2 Cu2 F6,83.598,33.758
mp-40143,Cs2KZrOF5,Cs2 K1 Zr1 O1 F5,29.868,16.081
mp-10157,K,K1,3.578,1.235
mp-768864,KNdO2,K2 Nd2 O4,69.273,37.8
mp-643989,KHCO2,K2 H2 C2 O4,18.439,10.788
mp-5158,KNO3,K4 N4 O12,17.312,8.418
mp-23289,KCl,K1 Cl1,18.701,8.644
mp-7437,KZnP,K2 Zn2 P2,36.508,26.245
mp-4608,KPF6,K1 P1 F6,23.365,7.181
mp-24084,KH,K1 H1,13.704,10.516
mp-754158,KNdO2,K1 Nd1 O2,69.683,38.368
mp-631254,KMnRu,K1 Mn1 Ru1,37.715,-20.232
mp-773137,KCaBi,K2 Ca2 Bi2,16.088,8.723
mp-16236,KAgSe,K2 Ag2 Se2,27.612,13.172
mp-571263,KIn9Co2,K1 In9 Co2,48.749,29.539
mp-23526,KClO4,K4 Cl4 O16,16.231,8.709
mp-982040,KBiO3,K1 Bi1 O3,86.685,65.445
mp-631322,KSnOs,K1 Sn1 Os1,58.658,15.074
mp-558518,K(NiS)2,K1 Ni2 S2,30.804,22.279
mp-567657,K(CuSe)2,K1 Cu2 Se2,29.409,13.033
mp-973396,KBeO3,K1 Be1 O3,92.168,27.945
mp-22898,KI,K1 I1,10.558,5.635
mp-4126,KUO3,K1 U1 O3,134.466,67.688
mp-631296,KHfNi,K1 Hf1 Ni1,34.014,-234.104
mp-1021848,KMg6V,K1 Mg6 V1,27.035,15.503
mp-4668,K(CoSe)2,K1 Co2 Se2,50.314,24.198
mp-4519,KPrO2,K1 Pr1 O2,67.63,36.621
mp-8267,KPS3,K2 P2 S6,10.254,4.41
mp-23251,KBr,K1 Br1,13.432,7.473
mp-9349,KRb2ScF6,K1 Rb2 Sc1 F6,33.983,13.221
mp-10417,KSbO2,K2 Sb2 O4,23.533,16.167
mp-28270,KCuS,K4 Cu4 S4,16.721,5.768
mp-631345,KZr2Nb,K1 Zr2 Nb1,66.328,-9.647
mp-631318,KSiTc2,K1 Si1 Tc2,126.524,-121.271
mp-982885,KCaO3,K1 Ca1 O3,40.526,3.548
mp-634431,KHCO3,K4 H4 C4 O12,23.521,11.61
mp-631274,KFeP,K1 Fe1 P1,95.326,-39.447
mp-634676,KHS,K2 H2 S2,14.213,8.001
mp-19851,KInTe2,K2 In2 Te4,14.982,9.325
mp-631536,KBIr2,K1 B1 Ir2,136.47,27.99
mp-1019089,KMgAs,K2 Mg2 As2,27.165,18.243
mp-12015,KAg2AsO4,K1 Ag2 As1 O4,55.676,19.499
mp-1017580,KMgH3,K1 Mg1 H3,20.908,-18.751
mp-989580,Cs2KNF6,Cs2 K1 N1 F6,34.612,17.281
mp-29374,KGaSb4,K4 Ga4 Sb16,21.147,13.849
mp-3614,KTaO3,K1 Ta1 O3,188.716,122.495
mp-982195,KNd3,K1 Nd3,22.351,7.949
mp-30717,KHg2,K2 Hg4,11.826,4.929
mp-2464440,KAgCl3,K1 Ag1 Cl3,31.855,11.58
mp-6074,KRb2TiF6,K1 Rb2 Ti1 F6,34.699,22.332
mp-973267,KTcO3,K1 Tc1 O3,180.938,111.434
mp-631314,KTaPt,K1 Ta1 Pt1,75.145,-22.546
mp-7622,KSO4,K2 S2 O8,21.988,11.3
mp-12079,K(CoS)2,K1 Co2 S2,57.052,30.734
mp-1007637,KNaH2,K1 Na1 H2,17.067,13.115
mp-31368,KClO2,K2 Cl2 O4,17.963,7.959
mp-973250,KLa3,K1 La3,19.467,6.112
mp-755480,KRbO,K2 Rb2 O2,17.77,5.392
mp-1018051,KTiS2,K1 Ti1 S2,51.441,33.931
mp-8409,KYO2,K1 Y1 O2,78.584,46.437
mp-8454,KF,K1 F1,33.925,14.164
mp-998913,KO3,K1 O3,14.064,5.756
mp-2828744,KHfMg6,K1 Hf1 Mg6,29.655,17.306
mp-23193,KCl,K1 Cl1,16.489,9.177
mp-6870,KBe2BO3F2,K1 Be2 B1 O3 F2,49.645,34.42
mp-866169,KTl2Bi,K1 Tl2 Bi1,22.656,5.834
mp-7089,KMgSb,K2 Mg2 Sb2,23.427,14.48
mp-863710,KAcTe2,K1 Ac1 Te2,37.606,18.514
mp-631525,KHg2B,K1 Hg2 B1,22.492,-237.864
mp-9318,KZrCuSe3,K2 Zr2 Cu2 Se6,30.478,18.801
mp-11132,KPrTe4,K2 Pr2 Te8,24.932,14.025
mp-569857,K2P3,K8 P12,16.217,9.422
mp-6494,K2Ca(CO3)2,K2 Ca1 C2 O6,46.261,21.788
mp-8724,K2TeO3,K4 Te2 O6,23.313,14.44
mp-863757,K2SbAu,K4 Sb2 Au2,16.33,8.023
mp-9778,K2AgP,K4 Ag2 P2,22.143,11.106
mp-8700,K2Au3,K2 Au3,33.183,14.542
mp-10662,K2CO3,K4 C2 O6,30.395,-7.663
mp-7502,K2Sn2O3,K2 Sn2 O3,23.584,16.772
mp-27839,K2TiCl6,K2 Ti1 Cl6,12.238,5.72
mp-8187,K2ZnO2,K4 Zn2 O4,42.145,9.082
mp-6686,K2NaInF6,K2 Na1 In1 F6,39.509,20.537
mp-3963,K2CO3,K8 C4 O12,27.466,12.321
mp-8262,K2P3,K4 P6,16.206,9.501
mp-13797,K2NaCuF6,K2 Na1 Cu1 F6,42.815,24.134
mp-8415,K2HfF6,K2 Hf1 F6,51.219,25.252
mp-27138,K2PdBr4,K2 Pd1 Br4,10.178,5.644
mp-23956,K2MgH4,K2 Mg1 H4,23.064,17.351
mp-7824,K2ReF6,K2 Re1 F6,26.136,10.888
mp-7667,K2S3,K4 S6,14.703,9.043
mp-9672,K2NiP2,K4 Ni2 P4,20.879,13.474
mp-27243,K2PtBr4,K2 Pt1 Br4,10.721,5.618
mp-1022,K2S,K2 S1,18.259,9.782
mp-13798,K2NaTlF6,K2 Na1 Tl1 F6,37.066,18.04
mp-31212,K2MgF4,K2 Mg1 F4,45.872,26.717
mp-8621,K2PtSe2,K2 Pt1 Se2,28.157,14.58
mp-27304,K2MnCl6,K2 Mn1 Cl6,11.197,6.094
mp-643257,K2H4Pd,K2 H4 Pd1,14.628,8.069
mp-867920,K2Rh2O5,K2 Rh2 O5,84.38,47.77
mp-8623,K2Te2Pt,K2 Te2 Pt1,22.506,10.459
mp-14039,K2NaRhF6,K2 Na1 Rh1 F6,43.639,22.615
mp-3970,K2TiF6,K2 Ti1 F6,27.845,12.002
mp-27691,K2PtBr6,K2 Pt1 Br6,12.515,5.95
mp-8446,K2CuP,K4 Cu2 P2,21.887,10.978
mp-7643,K2AgSb,K4 Ag2 Sb2,17.264,9.354
mp-1025158,K2PuO4,K2 Pu1 O4,53.382,28.851
