formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
K2OH(BF4)0.625(NO2)0.375,K,OH,BF4,0.625,NO2,0.375,K2 B0.625 H1 N0.375 O1.75 F2.5,0.9204470015895031
K2OH(BF4)0.5(NO2)0.5,K,OH,BF4,0.5,NO2,0.5,K2 B0.5 H1 N0.5 O2 F2,0.9042318730640921
K2OH(BF4)0.375(NO2)0.625,K,OH,BF4,0.375,NO2,0.625,K2 B0.375 H1 N0.625 O2.25 F1.5,0.8880167445386812
K2OH(BF4)0.25(NO2)0.75,K,OH,BF4,0.25,NO2,0.75,K2 B0.25 H1 N0.75 O2.5 F1,0.8718016160132702
K2OH(BF4)0.125(NO2)0.875,K,OH,BF4,0.125,NO2,0.875,K2 B0.125 H1 N0.875 O2.75 F0.5,0.8555864874878594
K2OH(BF4)0.875(IO4)0.125,K,OH,BF4,0.875,IO4,0.125,K2 B0.875 H1 I0.125 O1.5 F3.5,0.971000049345196
K2OH(BF4)0.75(IO4)0.25,K,OH,BF4,0.75,IO4,0.25,K2 B0.75 H1 I0.25 O2 F3,0.972907711524656
K2OH(BF4)0.625(IO4)0.375,K,OH,BF4,0.625,IO4,0.375,K2 B0.625 H1 I0.375 O2.5 F2.5,0.9748153737041162
K2OH(BF4)0.5(IO4)0.5,K,OH,BF4,0.5,IO4,0.5,K2 B0.5 H1 I0.5 O3 F2,0.9767230358835763
K2OH(BF4)0.375(IO4)0.625,K,OH,BF4,0.375,IO4,0.625,K2 B0.375 H1 I0.625 O3.5 F1.5,0.9786306980630364
K2OH(BF4)0.25(IO4)0.75,K,OH,BF4,0.25,IO4,0.75,K2 B0.25 H1 I0.75 O4 F1,0.9805383602424965
K2OH(BF4)0.125(IO4)0.875,K,OH,BF4,0.125,IO4,0.875,K2 B0.125 H1 I0.875 O4.5 F0.5,0.9824460224219567
K2OH(BF4)0.875(CN)0.125,K,OH,BF4,0.875,CN,0.125,K2 B0.875 H1 C0.125 N0.125 O1 F3.5,0.9525593149437482
K2OH(BF4)0.75(CN)0.25,K,OH,BF4,0.75,CN,0.25,K2 B0.75 H1 C0.25 N0.25 O1 F3,0.9360262427217606
K2OH(BF4)0.625(CN)0.375,K,OH,BF4,0.625,CN,0.375,K2 B0.625 H1 C0.375 N0.375 O1 F2.5,0.919493170499773
K2OH(BF4)0.5(CN)0.5,K,OH,BF4,0.5,CN,0.5,K2 B0.5 H1 C0.5 N0.5 O1 F2,0.9029600982777855
K2OH(BF4)0.375(CN)0.625,K,OH,BF4,0.375,CN,0.625,K2 B0.375 H1 C0.625 N0.625 O1 F1.5,0.8864270260557978
K2OH(BF4)0.25(CN)0.75,K,OH,BF4,0.25,CN,0.75,K2 B0.25 H1 C0.75 N0.75 O1 F1,0.8698939538338102
K2OH(BF4)0.125(CN)0.875,K,OH,BF4,0.125,CN,0.875,K2 B0.125 H1 C0.875 N0.875 O1 F0.5,0.8533608816118226
K2OH(BF4)0.875Cl0.125,K,OH,BF4,0.875,Cl,0.125,K2 B0.875 H1 Cl0.125 O1 F3.5,0.9493798779779814
K2OH(BF4)0.75Cl0.25,K,OH,BF4,0.75,Cl,0.25,K2 B0.75 H1 Cl0.25 O1 F3,0.9296673687902269
K2OH(BF4)0.625Cl0.375,K,OH,BF4,0.625,Cl,0.375,K2 B0.625 H1 Cl0.375 O1 F2.5,0.9099548596024725
K2OH(BF4)0.5Cl0.5,K,OH,BF4,0.5,Cl,0.5,K2 B0.5 H1 Cl0.5 O1 F2,0.890242350414718
K2OH(BF4)0.375Cl0.625,K,OH,BF4,0.375,Cl,0.625,K2 B0.375 H1 Cl0.625 O1 F1.5,0.8705298412269635
K2OH(BF4)0.25Cl0.75,K,OH,BF4,0.25,Cl,0.75,K2 B0.25 H1 Cl0.75 O1 F1,0.8508173320392091
K2OH(BF4)0.125Cl0.875,K,OH,BF4,0.125,Cl,0.875,K2 B0.125 H1 Cl0.875 O1 F0.5,0.8311048228514546
K2OH(BF4)0.875(ICl4)0.125,K,OH,BF4,0.875,ICl4,0.125,K2 B0.875 H1 I0.125 Cl0.5 O1 F3.5,0.9735435989178095
K2OH(BF4)0.75(ICl4)0.25,K,OH,BF4,0.75,ICl4,0.25,K2 B0.75 H1 I0.25 Cl1 O1 F3,0.977994810669883
K2OH(BF4)0.625(ICl4)0.375,K,OH,BF4,0.625,ICl4,0.375,K2 B0.625 H1 I0.375 Cl1.5 O1 F2.5,0.9824460224219567
K2OH(BF4)0.5(ICl4)0.5,K,OH,BF4,0.5,ICl4,0.5,K2 B0.5 H1 I0.5 Cl2 O1 F2,0.9868972341740302
K2OH(BF4)0.375(ICl4)0.625,K,OH,BF4,0.375,ICl4,0.625,K2 B0.375 H1 I0.625 Cl2.5 O1 F1.5,0.9913484459261038
K2OH(BF4)0.25(ICl4)0.75,K,OH,BF4,0.25,ICl4,0.75,K2 B0.25 H1 I0.75 Cl3 O1 F1,0.9957996576781775
K2OH(BF4)0.125(ICl4)0.875,K,OH,BF4,0.125,ICl4,0.875,K2 B0.125 H1 I0.875 Cl3.5 O1 F0.5,1.000250869430251
K2OH(BF4)0.875(BH4)0.125,K,OH,BF4,0.875,BH4,0.125,K2 B1 H1.5 O1 F3.5,0.9563746393026685
K2OH(BF4)0.75(BH4)0.25,K,OH,BF4,0.75,BH4,0.25,K2 B1 H2 O1 F3,0.9436568914396011
K2OH(BF4)0.625(BH4)0.375,K,OH,BF4,0.625,BH4,0.375,K2 B1 H2.5 O1 F2.5,0.9309391435765336
K2OH(BF4)0.5(BH4)0.5,K,OH,BF4,0.5,BH4,0.5,K2 B1 H3 O1 F2,0.9182213957134663
K2OH(BF4)0.375(BH4)0.625,K,OH,BF4,0.375,BH4,0.625,K2 B1 H3.5 O1 F1.5,0.9055036478503988
K2OH(BF4)0.25(BH4)0.75,K,OH,BF4,0.25,BH4,0.75,K2 B1 H4 O1 F1,0.8927858999873315
K2OH(BF4)0.125(BH4)0.875,K,OH,BF4,0.125,BH4,0.875,K2 B1 H4.5 O1 F0.5,0.880068152124264
K2OH(BF4)0.875F0.125,K,OH,BF4,0.875,F,0.125,K2 B0.875 H1 O1 F3.625,0.9341185805423006
K2OH(BF4)0.75F0.25,K,OH,BF4,0.75,F,0.25,K2 B0.75 H1 O1 F3.25,0.8991447739188652
K2OH(BF4)0.625F0.375,K,OH,BF4,0.625,F,0.375,K2 B0.625 H1 O1 F2.875,0.8641709672954299
K2OH(BF4)0.5F0.5,K,OH,BF4,0.5,F,0.5,K2 B0.5 H1 O1 F2.5,0.8291971606719944
K2OH(BF4)0.375F0.625,K,OH,BF4,0.375,F,0.625,K2 B0.375 H1 O1 F2.125,0.7942233540485591
K2OH(BF4)0.25F0.75,K,OH,BF4,0.25,F,0.75,K2 B0.25 H1 O1 F1.75,0.7592495474251237
K2OH(BF4)0.125F0.875,K,OH,BF4,0.125,F,0.875,K2 B0.125 H1 O1 F1.375,0.7242757408016884
K2OH(BF4)0.875(ClO4)0.125,K,OH,BF4,0.875,ClO4,0.125,K2 B0.875 H1 Cl0.125 O1.5 F3.5,0.9681385560760059
K2OH(BF4)0.75(ClO4)0.25,K,OH,BF4,0.75,ClO4,0.25,K2 B0.75 H1 Cl0.25 O2 F3,0.9671847249862757
K2OH(BF4)0.625(ClO4)0.375,K,OH,BF4,0.625,ClO4,0.375,K2 B0.625 H1 Cl0.375 O2.5 F2.5,0.9662308938965457
K2OH(BF4)0.5(ClO4)0.5,K,OH,BF4,0.5,ClO4,0.5,K2 B0.5 H1 Cl0.5 O3 F2,0.9652770628068157
K2OH(BF4)0.375(ClO4)0.625,K,OH,BF4,0.375,ClO4,0.625,K2 B0.375 H1 Cl0.625 O3.5 F1.5,0.9643232317170856
K2OH(BF4)0.25(ClO4)0.75,K,OH,BF4,0.25,ClO4,0.75,K2 B0.25 H1 Cl0.75 O4 F1,0.9633694006273555
K2OH(BF4)0.125(ClO4)0.875,K,OH,BF4,0.125,ClO4,0.875,K2 B0.125 H1 Cl0.875 O4.5 F0.5,0.9624155695376255
K2OH(BF4)0.875Br0.125,K,OH,BF4,0.875,Br,0.125,K2 B0.875 H1 Br0.125 O1 F3.5,0.9541490334266317
K2OH(BF4)0.75Br0.25,K,OH,BF4,0.75,Br,0.25,K2 B0.75 H1 Br0.25 O1 F3,0.9392056796875274
K2OH(BF4)0.625Br0.375,K,OH,BF4,0.625,Br,0.375,K2 B0.625 H1 Br0.375 O1 F2.5,0.9242623259484233
K2OH(BF4)0.5Br0.5,K,OH,BF4,0.5,Br,0.5,K2 B0.5 H1 Br0.5 O1 F2,0.9093189722093191
K2OH(BF4)0.375Br0.625,K,OH,BF4,0.375,Br,0.625,K2 B0.375 H1 Br0.625 O1 F1.5,0.8943756184702149
K2OH(BF4)0.25Br0.75,K,OH,BF4,0.25,Br,0.75,K2 B0.25 H1 Br0.75 O1 F1,0.8794322647311107
K2OH(BF4)0.125Br0.875,K,OH,BF4,0.125,Br,0.875,K2 B0.125 H1 Br0.875 O1 F0.5,0.8644889109920065
K2OH(BF4)0.875(NH2)0.125,K,OH,BF4,0.875,NH2,0.125,K2 B0.875 H1.25 N0.125 O1 F3.5,0.9462004410122146
K2OH(BF4)0.75(NH2)0.25,K,OH,BF4,0.75,NH2,0.25,K2 B0.75 H1.5 N0.25 O1 F3,0.9233084948586933
K2OH(BF4)0.625(NH2)0.375,K,OH,BF4,0.625,NH2,0.375,K2 B0.625 H1.75 N0.375 O1 F2.5,0.900416548705172
K2OH(BF4)0.5(NH2)0.5,K,OH,BF4,0.5,NH2,0.5,K2 B0.5 H2 N0.5 O1 F2,0.8775246025516505
K2OH(BF4)0.375(NH2)0.625,K,OH,BF4,0.375,NH2,0.625,K2 B0.375 H2.25 N0.625 O1 F1.5,0.8546326563981292
K2OH(BF4)0.25(NH2)0.75,K,OH,BF4,0.25,NH2,0.75,K2 B0.25 H2.5 N0.75 O1 F1,0.8317407102446079
K2OH(BF4)0.125(NH2)0.875,K,OH,BF4,0.125,NH2,0.875,K2 B0.125 H2.75 N0.875 O1 F0.5,0.8088487640910866
K2OHAlH4,K,OH,AlH4,1.0,,,K2 Al1 H5 O1,1.027594027335846
K2OH(AlH4)0.875I0.125,K,OH,AlH4,0.875,I,0.125,K2 Al0.875 H4.5 I0.125 O1,1.0129686172933183
K2OH(AlH4)0.75I0.25,K,OH,AlH4,0.75,I,0.25,K2 Al0.75 H4 I0.25 O1,0.9983432072507908
K2OH(AlH4)0.625I0.375,K,OH,AlH4,0.625,I,0.375,K2 Al0.625 H3.5 I0.375 O1,0.9837177972082634
K2OH(AlH4)0.5I0.5,K,OH,AlH4,0.5,I,0.5,K2 Al0.5 H3 I0.5 O1,0.9690923871657359
K2OH(AlH4)0.375I0.625,K,OH,AlH4,0.375,I,0.625,K2 Al0.375 H2.5 I0.625 O1,0.9544669771232084
K2OH(AlH4)0.25I0.75,K,OH,AlH4,0.25,I,0.75,K2 Al0.25 H2 I0.75 O1,0.9398415670806809
K2OH(AlH4)0.125I0.875,K,OH,AlH4,0.125,I,0.875,K2 Al0.125 H1.5 I0.875 O1,0.9252161570381533
K2OH(AlH4)0.875(NO2)0.125,K,OH,AlH4,0.875,NO2,0.125,K2 Al0.875 H4.5 N0.125 O1.25,1.0040661937891713
K2OH(AlH4)0.75(NO2)0.25,K,OH,AlH4,0.75,NO2,0.25,K2 Al0.75 H4 N0.25 O1.5,0.9805383602424965
K2OH(AlH4)0.625(NO2)0.375,K,OH,AlH4,0.625,NO2,0.375,K2 Al0.625 H3.5 N0.375 O1.75,0.9570105266958219
K2OH(AlH4)0.5(NO2)0.5,K,OH,AlH4,0.5,NO2,0.5,K2 Al0.5 H3 N0.5 O2,0.9334826931491471
K2OH(AlH4)0.375(NO2)0.625,K,OH,AlH4,0.375,NO2,0.625,K2 Al0.375 H2.5 N0.625 O2.25,0.9099548596024725
K2OH(AlH4)0.25(NO2)0.75,K,OH,AlH4,0.25,NO2,0.75,K2 Al0.25 H2 N0.75 O2.5,0.8864270260557978
K2OH(AlH4)0.125(NO2)0.875,K,OH,AlH4,0.125,NO2,0.875,K2 Al0.125 H1.5 N0.875 O2.75,0.8628991925091231
K2OH(AlH4)0.875(IO4)0.125,K,OH,AlH4,0.875,IO4,0.125,K2 Al0.875 H4.5 I0.125 O1.5,1.0221889844940422
K2OH(AlH4)0.75(IO4)0.25,K,OH,AlH4,0.75,IO4,0.25,K2 Al0.75 H4 I0.25 O2,1.0167839416522386
K2OH(AlH4)0.625(IO4)0.375,K,OH,AlH4,0.625,IO4,0.375,K2 Al0.625 H3.5 I0.375 O2.5,1.011378898810435
K2OH(AlH4)0.5(IO4)0.5,K,OH,AlH4,0.5,IO4,0.5,K2 Al0.5 H3 I0.5 O3,1.0059738559686313
K2OH(AlH4)0.375(IO4)0.625,K,OH,AlH4,0.375,IO4,0.625,K2 Al0.375 H2.5 I0.625 O3.5,1.0005688131268278
K2OH(AlH4)0.25(IO4)0.75,K,OH,AlH4,0.25,IO4,0.75,K2 Al0.25 H2 I0.75 O4,0.995163770285024
K2OH(AlH4)0.125(IO4)0.875,K,OH,AlH4,0.125,IO4,0.875,K2 Al0.125 H1.5 I0.875 O4.5,0.9897587274432204
K2OH(AlH4)0.875(CN)0.125,K,OH,AlH4,0.875,CN,0.125,K2 Al0.875 H4.5 C0.125 N0.125 O1,1.0037482500925945
K2OH(AlH4)0.75(CN)0.25,K,OH,AlH4,0.75,CN,0.25,K2 Al0.75 H4 C0.25 N0.25 O1,0.9799024728493432
K2OH(AlH4)0.625(CN)0.375,K,OH,AlH4,0.625,CN,0.375,K2 Al0.625 H3.5 C0.375 N0.375 O1,0.9560566956060917
K2OH(AlH4)0.5(CN)0.5,K,OH,AlH4,0.5,CN,0.5,K2 Al0.5 H3 C0.5 N0.5 O1,0.9322109183628404
K2OH(AlH4)0.375(CN)0.625,K,OH,AlH4,0.375,CN,0.625,K2 Al0.375 H2.5 C0.625 N0.625 O1,0.908365141119589
K2OH(AlH4)0.25(CN)0.75,K,OH,AlH4,0.25,CN,0.75,K2 Al0.25 H2 C0.75 N0.75 O1,0.8845193638763377
K2OH(AlH4)0.125(CN)0.875,K,OH,AlH4,0.125,CN,0.875,K2 Al0.125 H1.5 C0.875 N0.875 O1,0.8606735866330862
K2OH(AlH4)0.875Cl0.125,K,OH,AlH4,0.875,Cl,0.125,K2 Al0.875 H4.5 Cl0.125 O1,1.0005688131268278
K2OH(AlH4)0.75Cl0.25,K,OH,AlH4,0.75,Cl,0.25,K2 Al0.75 H4 Cl0.25 O1,0.9735435989178095
K2OH(AlH4)0.625Cl0.375,K,OH,AlH4,0.625,Cl,0.375,K2 Al0.625 H3.5 Cl0.375 O1,0.9465183847087912
K2OH(AlH4)0.5Cl0.5,K,OH,AlH4,0.5,Cl,0.5,K2 Al0.5 H3 Cl0.5 O1,0.919493170499773
K2OH(AlH4)0.375Cl0.625,K,OH,AlH4,0.375,Cl,0.625,K2 Al0.375 H2.5 Cl0.625 O1,0.8924679562907548
K2OH(AlH4)0.25Cl0.75,K,OH,AlH4,0.25,Cl,0.75,K2 Al0.25 H2 Cl0.75 O1,0.8654427420817365
K2OH(AlH4)0.125Cl0.875,K,OH,AlH4,0.125,Cl,0.875,K2 Al0.125 H1.5 Cl0.875 O1,0.8384175278727184
K2OH(AlH4)0.875(ICl4)0.125,K,OH,AlH4,0.875,ICl4,0.125,K2 Al0.875 H4.5 I0.125 Cl0.5 O1,1.0247325340666558
K2OH(AlH4)0.75(ICl4)0.25,K,OH,AlH4,0.75,ICl4,0.25,K2 Al0.75 H4 I0.25 Cl1 O1,1.0218710407974656
K2OH(AlH4)0.625(ICl4)0.375,K,OH,AlH4,0.625,ICl4,0.375,K2 Al0.625 H3.5 I0.375 Cl1.5 O1,1.0190095475282754
K2OH(AlH4)0.5(ICl4)0.5,K,OH,AlH4,0.5,ICl4,0.5,K2 Al0.5 H3 I0.5 Cl2 O1,1.0161480542590853
K2OH(AlH4)0.375(ICl4)0.625,K,OH,AlH4,0.375,ICl4,0.625,K2 Al0.375 H2.5 I0.625 Cl2.5 O1,1.0132865609898951
K2OH(AlH4)0.25(ICl4)0.75,K,OH,AlH4,0.25,ICl4,0.75,K2 Al0.25 H2 I0.75 Cl3 O1,1.010425067720705
K2OH(AlH4)0.125(ICl4)0.875,K,OH,AlH4,0.125,ICl4,0.875,K2 Al0.125 H1.5 I0.875 Cl3.5 O1,1.0075635744515148
K2OH(AlH4)0.875(BH4)0.125,K,OH,AlH4,0.875,BH4,0.125,K2 Al0.875 B0.125 H5 O1,1.0075635744515148
K2OH(AlH4)0.75(BH4)0.25,K,OH,AlH4,0.75,BH4,0.25,K2 Al0.75 B0.25 H5 O1,0.9875331215671836
K2OH(AlH4)0.625(BH4)0.375,K,OH,AlH4,0.625,BH4,0.375,K2 Al0.625 B0.375 H5 O1,0.9675026686828524
K2OH(AlH4)0.5(BH4)0.5,K,OH,AlH4,0.5,BH4,0.5,K2 Al0.5 B0.5 H5 O1,0.9474722157985213
K2OH(AlH4)0.375(BH4)0.625,K,OH,AlH4,0.375,BH4,0.625,K2 Al0.375 B0.625 H5 O1,0.9274417629141901
K2OH(AlH4)0.25(BH4)0.75,K,OH,AlH4,0.25,BH4,0.75,K2 Al0.25 B0.75 H5 O1,0.907411310029859
K2OH(AlH4)0.125(BH4)0.875,K,OH,AlH4,0.125,BH4,0.875,K2 Al0.125 B0.875 H5 O1,0.8873808571455278
K2OH(AlH4)0.875(BF4)0.125,K,OH,AlH4,0.875,BF4,0.125,K2 Al0.875 B0.125 H4.5 O1 F0.5,1.0202813223145821
K2OH(AlH4)0.75(BF4)0.25,K,OH,AlH4,0.75,BF4,0.25,K2 Al0.75 B0.25 H4 O1 F1,1.0129686172933183
K2OH(AlH4)0.625(BF4)0.375,K,OH,AlH4,0.625,BF4,0.375,K2 Al0.625 B0.375 H3.5 O1 F1.5,1.0056559122720548
K2OH(AlH4)0.5(BF4)0.5,K,OH,AlH4,0.5,BF4,0.5,K2 Al0.5 B0.5 H3 O1 F2,0.9983432072507908
K2OH(AlH4)0.375(BF4)0.625,K,OH,AlH4,0.375,BF4,0.625,K2 Al0.375 B0.625 H2.5 O1 F2.5,0.9910305022295272
K2OH(AlH4)0.25(BF4)0.75,K,OH,AlH4,0.25,BF4,0.75,K2 Al0.25 B0.75 H2 O1 F3,0.9837177972082634
K2OH(AlH4)0.125(BF4)0.875,K,OH,AlH4,0.125,BF4,0.875,K2 Al0.125 B0.875 H1.5 O1 F3.5,0.9764050921869997
K2OH(AlH4)0.875F0.125,K,OH,AlH4,0.875,F,0.125,K2 Al0.875 H4.5 O1 F0.125,0.9853075156911468
K2OH(AlH4)0.75F0.25,K,OH,AlH4,0.75,F,0.25,K2 Al0.75 H4 O1 F0.25,0.9430210040464477
K2OH(AlH4)0.625F0.375,K,OH,AlH4,0.625,F,0.375,K2 Al0.625 H3.5 O1 F0.375,0.9007344924017486
K2OH(AlH4)0.5F0.5,K,OH,AlH4,0.5,F,0.5,K2 Al0.5 H3 O1 F0.5,0.8584479807570495
K2OH(AlH4)0.375F0.625,K,OH,AlH4,0.375,F,0.625,K2 Al0.375 H2.5 O1 F0.625,0.8161614691123504
K2OH(AlH4)0.25F0.75,K,OH,AlH4,0.25,F,0.75,K2 Al0.25 H2 O1 F0.75,0.7738749574676513
K2OH(AlH4)0.125F0.875,K,OH,AlH4,0.125,F,0.875,K2 Al0.125 H1.5 O1 F0.875,0.7315884458229521
K2OH(AlH4)0.875(ClO4)0.125,K,OH,AlH4,0.875,ClO4,0.125,K2 Al0.875 H4.5 Cl0.125 O1.5,1.019327491224852
K2OH(AlH4)0.75(ClO4)0.25,K,OH,AlH4,0.75,ClO4,0.25,K2 Al0.75 H4 Cl0.25 O2,1.0110609551138583
K2OH(AlH4)0.625(ClO4)0.375,K,OH,AlH4,0.625,ClO4,0.375,K2 Al0.625 H3.5 Cl0.375 O2.5,1.0027944190028646
K2OH(AlH4)0.5(ClO4)0.5,K,OH,AlH4,0.5,ClO4,0.5,K2 Al0.5 H3 Cl0.5 O3,0.9945278828918707
K2OH(AlH4)0.375(ClO4)0.625,K,OH,AlH4,0.375,ClO4,0.625,K2 Al0.375 H2.5 Cl0.625 O3.5,0.9862613467808768
K2OH(AlH4)0.25(ClO4)0.75,K,OH,AlH4,0.25,ClO4,0.75,K2 Al0.25 H2 Cl0.75 O4,0.977994810669883
K2OH(AlH4)0.125(ClO4)0.875,K,OH,AlH4,0.125,ClO4,0.875,K2 Al0.125 H1.5 Cl0.875 O4.5,0.9697282745588892
K2OH(AlH4)0.875(BCl4)0.125,K,OH,AlH4,0.875,BCl4,0.125,K2 Al0.875 B0.125 H4.5 Cl0.5 O1,1.047624480220177
K2OH(AlH4)0.75(BCl4)0.25,K,OH,AlH4,0.75,BCl4,0.25,K2 Al0.75 B0.25 H4 Cl1 O1,1.0676549331045082
K2OH(AlH4)0.625(BCl4)0.375,K,OH,AlH4,0.625,BCl4,0.375,K2 Al0.625 B0.375 H3.5 Cl1.5 O1,1.0876853859888393
K2OH(AlH4)0.5(BCl4)0.5,K,OH,AlH4,0.5,BCl4,0.5,K2 Al0.5 B0.5 H3 Cl2 O1,1.1077158388731705
K2OH(AlH4)0.375(BCl4)0.625,K,OH,AlH4,0.375,BCl4,0.625,K2 Al0.375 B0.625 H2.5 Cl2.5 O1,1.1277462917575016
K2OH(AlH4)0.25(BCl4)0.75,K,OH,AlH4,0.25,BCl4,0.75,K2 Al0.25 B0.75 H2 Cl3 O1,1.1477767446418328
K2OH(AlH4)0.125(BCl4)0.875,K,OH,AlH4,0.125,BCl4,0.875,K2 Al0.125 B0.875 H1.5 Cl3.5 O1,1.167807197526164
K2OH(AlH4)0.875Br0.125,K,OH,AlH4,0.875,Br,0.125,K2 Al0.875 H4.5 Br0.125 O1,1.005337968575478
K2OH(AlH4)0.75Br0.25,K,OH,AlH4,0.75,Br,0.25,K2 Al0.75 H4 Br0.25 O1,0.98308190981511
K2OH(AlH4)0.625Br0.375,K,OH,AlH4,0.625,Br,0.375,K2 Al0.625 H3.5 Br0.375 O1,0.960825851054742
K2OH(AlH4)0.5Br0.5,K,OH,AlH4,0.5,Br,0.5,K2 Al0.5 H3 Br0.5 O1,0.9385697922943741
K2OH(AlH4)0.375Br0.625,K,OH,AlH4,0.375,Br,0.625,K2 Al0.375 H2.5 Br0.625 O1,0.9163137335340061
K2OH(AlH4)0.25Br0.75,K,OH,AlH4,0.25,Br,0.75,K2 Al0.25 H2 Br0.75 O1,0.8940576747736382
K2OH(AlH4)0.125Br0.875,K,OH,AlH4,0.125,Br,0.875,K2 Al0.125 H1.5 Br0.875 O1,0.8718016160132702
K2OH(AlH4)0.875(NH2)0.125,K,OH,AlH4,0.875,NH2,0.125,K2 Al0.875 H4.75 N0.125 O1,0.9973893761610608
K2OH(AlH4)0.75(NH2)0.25,K,OH,AlH4,0.75,NH2,0.25,K2 Al0.75 H4.5 N0.25 O1,0.9671847249862757
K2OH(AlH4)0.625(NH2)0.375,K,OH,AlH4,0.625,NH2,0.375,K2 Al0.625 H4.25 N0.375 O1,0.9369800738114907
K2OH(AlH4)0.5(NH2)0.5,K,OH,AlH4,0.5,NH2,0.5,K2 Al0.5 H4 N0.5 O1,0.9067754226367056
K2OH(AlH4)0.375(NH2)0.625,K,OH,AlH4,0.375,NH2,0.625,K2 Al0.375 H3.75 N0.625 O1,0.8765707714619205
K2OH(AlH4)0.25(NH2)0.75,K,OH,AlH4,0.25,NH2,0.75,K2 Al0.25 H3.5 N0.75 O1,0.8463661202871354
K2OH(AlH4)0.125(NH2)0.875,K,OH,AlH4,0.125,NH2,0.875,K2 Al0.125 H3.25 N0.875 O1,0.8161614691123504
K2OHF,K,OH,F,1.0,,,K2 H1 O1 F1,0.689301934178253
K2OHF0.875I0.125,K,OH,F,0.875,I,0.125,K2 H1 I0.125 O1 F0.875,0.7169630357804246
K2OHF0.75I0.25,K,OH,F,0.75,I,0.25,K2 H1 I0.25 O1 F0.75,0.7446241373825963
K2OHF0.625I0.375,K,OH,F,0.625,I,0.375,K2 H1 I0.375 O1 F0.625,0.7722852389847679
K2OHF0.5I0.5,K,OH,F,0.5,I,0.5,K2 H1 I0.5 O1 F0.5,0.7999463405869395
K2OHF0.375I0.625,K,OH,F,0.375,I,0.625,K2 H1 I0.625 O1 F0.375,0.8276074421891111
K2OHF0.25I0.75,K,OH,F,0.25,I,0.75,K2 H1 I0.75 O1 F0.25,0.8552685437912827
K2OHF0.125I0.875,K,OH,F,0.125,I,0.875,K2 H1 I0.875 O1 F0.125,0.8829296453934542
K2OHF0.875(NO2)0.125,K,OH,F,0.875,NO2,0.125,K2 H1 N0.125 O1.25 F0.875,0.7080606122762775
K2OHF0.75(NO2)0.25,K,OH,F,0.75,NO2,0.25,K2 H1 N0.25 O1.5 F0.75,0.7268192903743019
K2OHF0.625(NO2)0.375,K,OH,F,0.625,NO2,0.375,K2 H1 N0.375 O1.75 F0.625,0.7455779684723263
K2OHF0.5(NO2)0.5,K,OH,F,0.5,NO2,0.5,K2 H1 N0.5 O2 F0.5,0.7643366465703507
K2OHF0.375(NO2)0.625,K,OH,F,0.375,NO2,0.625,K2 H1 N0.625 O2.25 F0.375,0.7830953246683752
K2OHF0.25(NO2)0.75,K,OH,F,0.25,NO2,0.75,K2 H1 N0.75 O2.5 F0.25,0.8018540027663996
K2OHF0.125(NO2)0.875,K,OH,F,0.125,NO2,0.875,K2 H1 N0.875 O2.75 F0.125,0.820612680864424
K2OHF0.875(IO4)0.125,K,OH,F,0.875,IO4,0.125,K2 H1 I0.125 O1.5 F0.875,0.7261834029811486
K2OHF0.75(IO4)0.25,K,OH,F,0.75,IO4,0.25,K2 H1 I0.25 O2 F0.75,0.763064871784044
K2OHF0.625(IO4)0.375,K,OH,F,0.625,IO4,0.375,K2 H1 I0.375 O2.5 F0.625,0.7999463405869395
K2OHF0.5(IO4)0.5,K,OH,F,0.5,IO4,0.5,K2 H1 I0.5 O3 F0.5,0.8368278093898349
K2OHF0.375(IO4)0.625,K,OH,F,0.375,IO4,0.625,K2 H1 I0.625 O3.5 F0.375,0.8737092781927304
K2OHF0.25(IO4)0.75,K,OH,F,0.25,IO4,0.75,K2 H1 I0.75 O4 F0.25,0.9105907469956258
K2OHF0.125(IO4)0.875,K,OH,F,0.125,IO4,0.875,K2 H1 I0.875 O4.5 F0.125,0.9474722157985213
K2OHF0.875(ICl4)0.125,K,OH,F,0.875,ICl4,0.125,K2 H1 I0.125 Cl0.5 O1 F0.875,0.728726952553762
K2OHF0.75(ICl4)0.25,K,OH,F,0.75,ICl4,0.25,K2 H1 I0.25 Cl1 O1 F0.75,0.768151970929271
K2OHF0.625(ICl4)0.375,K,OH,F,0.625,ICl4,0.375,K2 H1 I0.375 Cl1.5 O1 F0.625,0.80757698930478
K2OHF0.5(ICl4)0.5,K,OH,F,0.5,ICl4,0.5,K2 H1 I0.5 Cl2 O1 F0.5,0.8470020076802889
K2OHF0.375(ICl4)0.625,K,OH,F,0.375,ICl4,0.625,K2 H1 I0.625 Cl2.5 O1 F0.375,0.8864270260557978
K2OHF0.25(ICl4)0.75,K,OH,F,0.25,ICl4,0.75,K2 H1 I0.75 Cl3 O1 F0.25,0.9258520444313068
K2OHF0.125(ICl4)0.875,K,OH,F,0.125,ICl4,0.875,K2 H1 I0.875 Cl3.5 O1 F0.125,0.9652770628068157
K2OHF0.875(NH2)0.125,K,OH,F,0.875,NH2,0.125,K2 H1.25 N0.125 O1 F0.875,0.7013837946481671
K2OHF0.75(NH2)0.25,K,OH,F,0.75,NH2,0.25,K2 H1.5 N0.25 O1 F0.75,0.7134656551180811
