material_id,formula_pretty,composition,E_f,E_g
mp-1020060,LiB(S2O7)2,Li8 B8 S32 O112,-1.904968649624999,5.51
mp-1236502,Ba2LiTbIrO6,Ba2 Li1 Tb1 Ir1 O6,-2.4803398122727263,0.0
mp-863386,LiCoPO4,Li18 Co18 P18 O72,-2.327908668758503,2.8406000000000002
mp-939375,LiCuPO4F,Li2 Cu2 P2 O8 F2,2.565087186190477,0.0
mp-1206373,LiHfSe2,Li1 Hf1 Se2,-1.482287628697918,0.0
mp-1228761,Ba4Li(IrO4)3,Ba12 Li3 Ir9 O36,-2.1324558774999995,0.0
mp-768774,LiBi4B3O11,Li2 Bi8 B6 O22,-2.1660900933333336,3.3148999999999997
mp-759000,LiFe4(PO4)3,Li2 Fe8 P6 O24,-2.2899073998630954,2.9844999999999997
mp-26913,LiCr4(PO4)3,Li2 Cr8 P6 O24,-2.4680236303630942,2.6339
mp-753223,LiVSiO4,Li4 V4 Si4 O16,-2.77205635297619,1.5217
mp-12263,LiAuF4,Li4 Au4 F16,-2.0171709255555554,2.0738
mp-585279,LiMnPO4,Li16 Mn16 P16 O64,-2.4450728465581753,2.7916999999999996
mp-1198595,LiB6(H5O)2,Li2 B12 H20 O4,-0.6266300858333319,5.3429
mp-1211144,LiSm6B3O14,Li4 Sm24 B12 O56,-3.5323196663888887,4.510800000000001
mp-1235433,LiPr2Pa2O8,Li1 Pr2 Pa2 O8,-3.597151657435896,0.0
mp-1111738,Na2LiTlBr6,Na2 Li1 Tl1 Br6,-1.2334272937916695,0.5730999999999999
mp-778739,LiCu5(PO4)2,Li2 Cu10 P4 O16,-1.6219989367261896,0.0
mp-776414,LiV4OF11,Li1 V4 O1 F11,-3.1202360375490192,1.0343
mp-1235065,Rb3LiTbV2O8,Rb3 Li1 Tb1 V2 O8,-2.569990248166667,1.1275999999999997
mp-863257,LiGa3,Li1 Ga3,-0.2455080211666676,0.0
mp-558815,Rb2LiVS4,Rb4 Li2 V2 S8,-1.4321961479166667,1.5836000000000001
mp-26051,LiMo8(P2O11)4,Li1 Mo8 P8 O44,-2.279414547712724,2.3855
mp-1021306,LiMg6B,Li2 Mg12 B2,0.31918516392360985,0.0
mp-645662,Ba14Na14LiN6,Ba14 Na14 Li1 N6,-0.297018754361248,0.0
mp-755415,LiVF4,Li2 V2 F8,-3.1425045255555566,2.0654
mp-758753,LiMn6O12,Li3 Mn18 O36,-1.8629513481185715,0.0
mp-1211749,LiMg3(WO4)3,Li4 Mg12 W12 O48,-2.411905496096491,0.0
mp-1222368,LiVMoO6,Li1 V1 Mo1 O6,-2.1755341831481485,2.7403
mp-755207,LiFe2O2F3,Li2 Fe4 O4 F6,-2.278995394479166,1.6633999999999998
mp-867108,LiDyTl2,Li1 Dy1 Tl2,-0.3945212229166728,0.0
mp-776734,LiFeF5,Li8 Fe8 F40,-2.3546676222619056,0.0
mp-1517398,LiNdMn4O12,Li1 Nd1 Mn4 O12,-1.6409456690309712,0.0
mp-1276026,LiVO2,Li4 V4 O8,-2.481070122708333,0.016499999999999737
mp-1176692,LiFePCO7,Li2 Fe2 P2 C2 O14,-1.9714383261796526,0.15499999999999997
mp-730585,LiBH2OF4,Li8 B8 H16 O8 F32,-2.5839516137499996,7.129
mp-1028052,LiYMg14,Li1 Y1 Mg14,0.030701982916667037,0.0
mp-783911,LiV2OF5,Li12 V24 O12 F60,-3.0250635893518525,1.1741999999999997
mp-26297,LiV(PO3)3,Li4 V4 P12 O36,-2.6360565303401353,2.4931
mp-760512,LiCuCO3,Li2 Cu2 C2 O6,-1.646421867222222,1.8723999999999998
mp-865738,LiPrHg2,Li1 Pr1 Hg2,-0.5101804383333288,0.0
mp-763240,LiCoSiO4,Li2 Co2 Si2 O8,-2.3272306426190474,1.0912
mp-774424,LiMnVO4,Li4 Mn4 V4 O16,-2.3080218441091955,1.3694000000000002
mp-6591,SrLiAlF6,Sr2 Li2 Al2 F12,-3.8778360842592594,7.3154
mp-775269,LiFe2(BO3)2,Li4 Fe8 B8 O24,-2.272915458333333,0.0
mp-1235944,Ba3LiTi3O8,Ba3 Li1 Ti3 O8,-3.0398020395555543,0.0
mp-8412,LiCeO2,Li4 Ce4 O8,-3.0872374014583324,0.0
mp-3924,LiNbO2,Li2 Nb2 O4,-2.684231572083335,1.5794999999999995
mp-673119,LiSn2P3O10,Li2 Sn4 P6 O20,-2.4187037645163683,3.7549
mp-532767,K6LiFe24S26Cl,K6 Li1 Fe24 S26 Cl1,-0.8010752655488494,0.0
mp-849747,LiFe8(BO3)8,Li1 Fe8 B8 O24,-2.20665305918699,1.7294999999999998
mp-29463,LiBeN,Li4 Be4 N4,-0.9938989936111113,2.0846999999999998
mp-1111835,Cs2LiSbBr6,Cs2 Li1 Sb1 Br6,-1.6815549232643678,2.3396
mp-1206281,LiAlAu,Li2 Al2 Au2,-0.37662857412698497,0.0
mp-759865,LiVCrP2(HO5)2,Li3 V3 Cr3 P6 H6 O30,-2.39916167902661,1.2776
mp-1235867,Ba6LiNb2Ir(ClO6)2,Ba6 Li1 Nb2 Ir1 Cl2 O12,-2.829348301388889,1.5421999999999998
mp-1235671,LiCu6OF11,Li1 Cu6 O1 F11,-1.7930767878070175,0.0
mp-1034187,LiMg14TiO16,Li1 Mg14 Ti1 O16,-2.996272708645833,0.0
mp-1207296,Li(HoS2)3,Li1 Ho3 S6,0.6510690612604094,0.0
mp-758944,LiBi(PO3)4,Li4 Bi4 P16 O48,-2.494045634411376,4.2197
mp-756535,LiFeF4,Li2 Fe2 F8,-2.725181016388889,4.077500000000001
mp-757559,LiBiP2O7,Li4 Bi4 P8 O28,-2.4923312209199135,4.1795
mp-584674,LiCo(PO3)3,Li4 Co4 P12 O36,-2.475687299804421,3.1495
mp-860961,LiMnPO4,Li8 Mn8 P8 O32,-2.5657702628081753,2.8641
mp-775429,Ba4LiBi3O11,Ba4 Li1 Bi3 O11,-2.2177233534649123,0.0
mp-849757,LiMn(Si2O5)2,Li4 Mn4 Si16 O40,-2.934366507735273,2.6047000000000002
mp-772546,Na5LiMn2P2(CO7)2,Na10 Li2 Mn4 P4 C4 O28,-2.3600857253991405,3.0622000000000003
mp-860888,LiNi(PO3)3,Li4 Ni4 P12 O36,-2.4190260444472784,4.3656999999999995
mp-773196,LiCoCSO7,Li2 Co2 C2 S2 O14,-1.7737256528030307,0.43820000000000003
mp-1176663,LiMnP2O7,Li8 Mn8 P16 O56,-2.51314899561819,0.6491
mp-761188,LiV3(CoO6)2,Li4 V12 Co8 O48,-1.8237454964351845,0.2202
mp-753466,LiV3(OF3)2,Li2 V6 O4 F12,-2.972221486944443,1.2184000000000001
mp-1176549,LiV3O6,Li2 V6 O12,-2.481063828333332,1.1511
mp-759459,LiVF4,Li2 V2 F8,-3.1966882588888894,2.0202
mp-1176654,LiMnF4,Li2 Mn2 F8,-2.9189389077107273,1.3232
mp-1097641,LiGaIr2,Li1 Ga1 Ir2,2.551187513237185,0.09020000000000028
mp-31301,LiSn4Au3,Li2 Sn8 Au6,-0.2823388860416647,0.0
mp-766121,LiVSiO4,Li12 V12 Si12 O48,-2.8306795263095226,1.7331999999999996
mp-1025496,LiNbSe2,Li2 Nb2 Se4,-1.236610022447918,0.7318999999999996
mp-758828,LiCuPO4,Li4 Cu4 P4 O16,-2.141176493282312,0.14389999999999992
mp-759301,Li(CoO2)3,Li2 Co6 O12,-1.3580022998333334,1.1138
mp-1235241,LiTiH6(OF3)2,Li1 Ti1 H6 O2 F6,-2.201179587135417,0.15500000000000003
mp-757465,LiFePO4,Li4 Fe4 P4 O16,-2.381768921496598,3.3556999999999997
mp-765635,LiFePO4,Li8 Fe8 P8 O32,-2.4093819725680268,3.5322000000000005
mp-1185360,LiMnIr2,Li1 Mn1 Ir2,-0.19375908281609266,0.0
mp-779059,LiV4O5F7,Li2 V8 O10 F14,-2.797105205784313,0.6888
mp-1099313,LiMg6Ga,Li1 Mg6 Ga1,-0.04298073260416668,0.0
mp-1176703,LiFePO4,Li8 Fe8 P8 O32,-2.40662803042517,3.4391
mp-759071,LiSb(PO3)4,Li2 Sb2 P8 O24,-2.454353625939152,3.9803
mp-867684,LiNi(PO3)4,Li4 Ni4 P16 O48,-2.3417149117724856,4.0854
mp-1211846,LiNd(C2O5)2,Li4 Nd4 C16 O40,-1.612801006770833,1.0943
mp-556814,LiNdGeO4,Li4 Nd4 Ge4 O16,-2.8558242186904756,4.058400000000001
mp-758685,LiFe(PO3)3,Li4 Fe4 P12 O36,-2.5086754803401345,3.6637999999999997
mp-1185327,LiDy2Tl,Li1 Dy2 Tl1,-0.2816259833333312,0.0
mp-777550,LiFeF4,Li4 Fe4 F16,-2.7981983809722224,3.1772
mp-1235029,Ba3LiTi3O8,Ba3 Li1 Ti3 O8,-3.0492582802222215,0.0
mp-1222324,LiZnGe,Li3 Zn3 Ge3,-0.24930183611111112,0.0
mp-752878,LiAg2F4,Li4 Ag8 F16,-1.7484961116666662,0.18049999999999988
mp-758519,LiFeSiO4,Li4 Fe4 Si4 O16,-2.4422761894047613,2.1733000000000002
mp-758914,RbLiVPO5,Rb4 Li4 V4 P4 O20,-2.5097199414417997,2.3445
mp-1523057,LiNdGdFeO6,Li4 Nd4 Gd4 Fe4 O24,-2.601160820833333,0.5916000000000001
mp-757816,LiNb(PO3)4,Li2 Nb2 P8 O24,-2.5623263195502637,0.2860999999999998
mp-540268,LiMo2(PO4)3,Li2 Mo4 P6 O24,-2.501929603458994,1.5276999999999998
mp-977374,LiLuPd2,Li1 Lu1 Pd2,-0.7595399033333301,0.0
mp-982667,LiAl2Os,Li1 Al2 Os1,-0.4801070258333304,0.0
mp-1235302,LiTi2Zn2(PO5)2,Li1 Ti2 Zn2 P2 O10,-2.5065070243697485,0.0
mp-1176610,LiNi(PO3)3,Li4 Ni4 P12 O36,-2.4940992181972783,4.7568
mp-867162,LiTm2Rh,Li1 Tm2 Rh1,-0.5328709733333383,0.0
mp-1222409,LiGaBH3O5,Li2 Ga2 B2 H6 O10,-2.053818771477273,4.4692
mp-19251,RbLiCrO4,Rb2 Li2 Cr2 O8,-2.0879513244047607,2.7696
mp-771523,LiCr2O4,Li4 Cr8 O16,-2.2411893058333336,0.42900000000000027
mp-851076,LiMn2(BO3)2,Li5 Mn10 B10 O30,-2.4232993731389767,0.018999999999999906
mp-1235024,LiNb2Te4Cl10O,Li1 Nb2 Te4 Cl10 O1,-1.4466582459722217,0.0
mp-1013762,LiTi2P2O9,Li4 Ti8 P8 O36,-2.9949358449489805,0.042500000000000426
mp-1095977,Ba2LiCd,Ba2 Li1 Cd1,1.1701779041666671,0.1151000000000002
mp-752898,LiCu3F7,Li2 Cu6 F14,-2.0378082358333334,0.0
mp-9143,LiPF6,Li1 P1 F6,-2.924595283705357,7.5394
mp-756178,LiTiVO5,Li2 Ti2 V2 O10,-2.7455325361458334,1.5071000000000003
mp-8923,Sr2LiFe2N3,Sr4 Li2 Fe4 N6,-0.6645102297916665,0.0
mp-6663,NaLiGe4O9,Na4 Li4 Ge16 O36,-2.169110450314189,2.6592000000000002
mp-1176720,LiFe5(OF2)4,Li1 Fe5 O4 F8,-2.3043712229629634,1.6382
mp-757618,LiFeSi3O8,Li4 Fe4 Si12 O32,-2.803036359487179,2.8878
mp-759173,LiV3O8,Li1 V3 O8,-2.2621441477777773,1.1192000000000002
mp-1045516,Li(NiO2)2,Li1 Ni2 O4,-1.1800540776190473,0.07310000000000016
mp-975799,LiZn3,Li2 Zn6,-0.15924903166666748,0.0
mp-754709,LiTiV3O8,Li1 Ti1 V3 O8,-2.5956674120512835,0.13460000000000027
mp-753373,LiVF4,Li1 V1 F4,-3.1380182338888893,0.0
mp-1340104,LiMnOF2,Li4 Mn4 O4 F8,-1.6521753927528735,0.0809000000000002
mp-756818,LiSiBiO4,Li6 Si6 Bi6 O24,-2.4823189209523813,3.2515
mp-780318,LiCoOF2,Li8 Co8 O8 F16,-2.132601312166666,0.0
mp-800160,LiMnP2O7,Li2 Mn2 P4 O14,-0.2109462039136438,0.0
mp-1326495,LiVSi3O8,Li2 V2 Si6 O16,1.016999232820513,0.0
mp-1113020,Cs2LiCeCl6,Cs2 Li1 Ce1 Cl6,-2.4573462072643677,0.3208000000000002
mp-759232,LiMnV(P2O7)2,Li2 Mn2 V2 P8 O28,-2.5918470811826557,1.3469000000000002
mp-1039957,LiHfMg30O31,Li1 Hf1 Mg30 O31,-2.9331738372354494,0.20620000000000083
mp-1521265,BaLiTbSbO6,Ba4 Li4 Tb4 Sb4 O24,-2.57446304975,0.0
mp-1040143,LiCeMg30O32,Li1 Ce1 Mg30 O32,-3.0019257831770827,0.0
mp-1206734,LiInPt,Li1 In1 Pt1,-0.5995654477777729,0.0
mp-1022597,LiMg6Zn,Li2 Mg12 Zn2,-0.0018096510416667488,0.0
mp-541272,LiGe2(PO4)3,Li2 Ge4 P6 O24,-2.475771699847881,3.385
mp-1203426,LiZnAsO5,Li4 Zn4 As4 O20,-1.4551210469791673,0.23770000000000002
mp-6553,LiSc(SiO3)2,Li2 Sc2 Si4 O12,-3.3382006928333325,4.9196
mp-862719,LiY2Os,Li1 Y2 Os1,-0.22602248166666783,0.0
mp-1235575,BaLiZrO3,Ba1 Li1 Zr1 O3,-2.5512599126388884,0.0
mp-1295192,LiMn(CO3)2,Li4 Mn4 C8 O24,-1.9821148658764378,0.9049999999999998
mp-781859,LiCu2P3H8O13,Li2 Cu4 P6 H16 O26,-1.7325482051763668,0.7864999999999998
mp-1101736,LiFe3O4,Li1 Fe3 O4,-1.6717041754166653,1.0169000000000001
mp-1100398,LiBeSb,Li1 Be1 Sb1,-0.3259631261111113,1.0104999999999995
mp-754766,LiVF4,Li1 V1 F4,-3.148553248888889,1.8449
mp-867877,LiCdAu2,Li1 Cd1 Au2,-0.3923642516666668,0.0
mp-31468,LiCaN,Li4 Ca4 N4,-0.7978766309722225,1.3784999999999998
mp-1178103,Li(FeO2)2,Li1 Fe2 O4,-1.638311157619047,0.3103
mp-760158,LiMnVP2(HO5)2,Li3 Mn3 V3 P6 H6 O30,-2.3274215836107883,0.8605
mp-33363,LiYS2,Li2 Y2 S4,-2.1109852318229176,1.9596999999999998
mp-1662129,LiCoPO4,Li4 Co4 P4 O16,-2.3228250722108847,2.9034
mp-1235617,Ba2Li(CO3)2,Ba2 Li1 C2 O6,-2.304616469393939,0.2656999999999998
mp-1096265,LiSc2Co,Li1 Sc2 Co1,2.193807726041669,0.37050000000000005
mp-1228175,Ba5LiMo2N7Cl2,Ba10 Li2 Mo4 N14 Cl4,-1.3672431428431375,2.3448
mp-849221,LiMn2PO6,Li4 Mn8 P4 O24,-2.2828320953838257,0.6399000000000001
mp-1176736,LiFe2OF3,Li4 Fe8 O4 F12,-2.392843708333333,2.8823000000000003
mp-1021293,LiLaMg6,Li2 La2 Mg12,0.05789247895833327,0.0
mp-973058,LiLu2Al,Li1 Lu2 Al1,-0.23221720999999818,0.0
mp-1189357,Cs3LiBr4,Cs6 Li2 Br8,-1.9709407395833338,4.035
mp-758737,LiFe(PO3)4,Li2 Fe2 P8 O24,-2.477221388161375,2.2278000000000002
mp-777798,LiV6O7F5,Li1 V6 O7 F5,-2.7146508030701746,1.0899999999999999
mp-26967,LiCr4(PO4)3,Li4 Cr16 P12 O48,-2.4960741444880945,2.4213
mp-1185368,LiMgIn2,Li1 Mg1 In2,-0.1611561354166655,0.0
mp-1235844,Ba2LiLaCu3O7,Ba2 Li1 La1 Cu3 O7,-2.109665700773809,0.0
mp-26949,LiSn2(PO3)5,Li2 Sn4 P10 O30,-2.4982367356107664,3.9967999999999995
mp-695259,Ba3LiTi5(SbO7)3,Ba6 Li2 Ti10 Sb6 O42,-2.9734762035606055,2.3327999999999998
mp-758098,LiP3(WO6)2,Li2 P6 W4 O24,-2.5279840251256607,2.3861
mp-1235723,LiTiFeO4,Li1 Ti1 Fe1 O4,-2.5603707266666658,1.3904
mp-3941,LiYF4,Li2 Y2 F8,-4.039520578611111,7.3177
mp-12609,LiCa6Ge,Li1 Ca6 Ge1,-0.04907217229166694,0.0
mp-541190,Cs2LiVO4,Cs4 Li2 V2 O8,-2.36567374345546,3.9955
mp-554003,Sr4Li(BO3)3,Sr32 Li8 B24 O72,-3.1383811137254902,4.1874
mp-1105750,LiAu(S2O7)2,Li1 Au1 S4 O14,-1.6408585199166659,1.9832999999999998
mp-569450,LiB6C,Li2 B12 C2,-0.2441465213541667,1.3921999999999999
mp-763194,LiMn2(BO3)2,Li2 Mn4 B4 O12,-2.4152309652298842,0.24719999999999986
mp-1027898,LiMg14Fe,Li1 Mg14 Fe1,0.13648242354166706,0.0
mp-1113736,Rb2LiCoF6,Rb2 Li1 Co1 F6,-2.7198857463333335,2.8411
mp-1235027,LiAlAsO4,Li1 Al1 As1 O4,-2.2350682601190477,0.0
mp-759345,LiTi(PO3)4,Li4 Ti4 P16 O48,-2.6717885907076715,0.0
mp-1235507,BaSrLiNdTlCu2O7,Ba1 Sr1 Li1 Nd1 Tl1 Cu2 O7,-2.0365804861904766,0.0
mp-1191729,LiHo(WO4)2,Li2 Ho2 W4 O16,-2.6638879381944434,3.7911
mp-758508,LiFe(CO3)2,Li4 Fe4 C8 O24,-1.8340912365833333,2.4349
mp-1235180,LiCe10(Pb3O)2,Li1 Ce10 Pb6 O2,-0.9094829967543834,0.0
mp-1235458,Rb2LiPr2(WO4)4,Rb2 Li1 Pr2 W4 O16,-2.5463831020666667,0.021300000000000097
mp-31960,LiMnP2O7,Li2 Mn2 P4 O14,-2.545485706186372,1.5180000000000002
mp-1111848,Cs2LiCeBr6,Cs2 Li1 Ce1 Br6,-2.184812463264368,0.29090000000000016
mp-780706,LiMnP2O7,Li2 Mn2 P4 O14,-2.5566105607318264,0.9064999999999999
mp-974887,LiNdSn2,Li2 Nd2 Sn4,-0.5616801489583327,0.0
mp-764685,LiVOF3,Li4 V4 O4 F12,-2.9594390347222226,2.0132
mp-14210,LiGdGe,Li3 Gd3 Ge3,-0.711404196111112,0.0
mp-772390,LiAlFeO4,Li4 Al4 Fe4 O16,-2.269720157619047,0.0
mp-865228,LiScPt2,Li1 Sc1 Pt2,-0.9623039795833339,0.0
mp-1221039,NaLiAl4(SiO6)2,Na2 Li2 Al8 Si4 O24,-2.9215151684856324,3.1323000000000003
mp-757894,LiCoPO4,Li4 Co4 P4 O16,-2.3154271879251698,2.2027
mp-765984,LiVSi3O8,Li4 V4 Si12 O32,-2.9823757069871792,2.9766000000000004
mp-697758,LiFeP2O7,Li4 Fe4 P8 O28,-2.4902232729653675,2.1716
mp-760833,LiFeO3,Li12 Fe12 O36,-1.4310071738333325,0.0
mp-754024,LiTi2V3O10,Li2 Ti4 V6 O20,-2.8058372906250018,1.4482999999999997
mp-1185348,LiF3,Li2 F6,-1.4451856635416669,0.0
mp-776632,LiMn4(P2O7)3,Li4 Mn16 P24 O84,-2.480064638997331,0.0
mp-760248,LiFe2(BO3)2,Li2 Fe4 B4 O12,-2.2505364024242422,0.8361000000000001
mp-757777,LiSiBi3O7,Li2 Si2 Bi6 O14,-2.1374211009027775,2.6693
mp-1235030,LiEuYO2,Li1 Eu1 Y1 O2,-2.4317341386666684,0.0
mp-753425,LiCuCO3,Li2 Cu2 C2 O6,-1.6785335297222221,1.7011
mp-973966,LiIn(IO3)4,Li1 In1 I4 O12,-1.1560856266666661,2.6987
mp-1222311,LiGeSbTe3,Li1 Ge1 Sb1 Te3,-0.5257968330555549,0.8220000000000001
mp-1101530,LiMnP2O7,Li4 Mn4 P8 O28,-2.5570167877772807,1.2990000000000002
mp-1200222,K2LiP3O10,K8 Li4 P12 O40,-2.378534562141369,0.5922000000000001
mp-1021276,LiMg6Cd,Li2 Mg12 Cd2,-0.027577209166666394,0.0
mp-1021327,KLiICl,K1 Li1 I1 Cl1,-1.7581187351458332,4.4304
mp-510641,LiFeAsO4,Li4 Fe4 As4 O16,-1.921160244761904,2.0793000000000004
mp-764774,LiTi2V3O12,Li4 Ti8 V12 O48,-2.7441802126388897,2.3032
mp-1236649,Ba3LiTi3O8,Ba3 Li1 Ti3 O8,-2.993196292888887,0.0
mp-779091,LiFe4(BO3)4,Li2 Fe8 B8 O24,-2.222640789523809,1.3946999999999998
mp-1185366,LiMg2In,Li1 Mg2 In1,-0.1280379899999995,0.0
mp-765692,LiCo2OF3,Li4 Co8 O4 F12,-2.1886060872619053,2.117
mp-773043,Li(FeO2)2,Li8 Fe16 O32,-1.6397954008333326,0.0
mp-1185331,LiDy2Rh,Li1 Dy2 Rh1,-0.4771072916666643,0.0
mp-556156,LiUBO5,Li4 U4 B4 O20,-3.176643329687499,1.9059
mp-1101598,LiNiP2O7,Li2 Ni2 P4 O14,-2.2735973686471853,0.07499999999999996
mp-1235073,LiLu2W2(ClO4)2,Li1 Lu2 W2 Cl2 O8,-2.652696119111111,2.2550999999999997
mp-754153,LiH2BrO,Li4 H8 Br4 O4,-1.519568185166667,4.3086
mp-1188255,LiLaGe2,Li4 La4 Ge8,-0.7004761820833334,0.0
mp-1040052,LiMg30GaO32,Li1 Mg30 Ga1 O32,-2.98446849345052,4.144000000000001
mp-1236120,Rb2LiPu(Cl2O)2,Rb2 Li1 Pu1 Cl4 O2,-2.387227333208332,0.6851
mp-1235061,Li(SiO2)6,Li1 Si6 O12,-2.91718272754386,0.0
mp-1196671,LiZnSi2H47C17N4,Li4 Zn4 Si8 H188 C68 N16,-0.19325491072338016,2.8367999999999998
mp-757096,LiCrPO4,Li12 Cr12 P12 O48,-2.5239374126870735,3.0856999999999997
mp-771267,LiZnFe7O12,Li2 Zn2 Fe14 O24,-1.692872042777777,1.1619000000000002
mp-753471,LiCuBO3,Li4 Cu4 B4 O12,-2.0480517637499993,0.03200000000000003
mp-1195205,LiP2H8NO8,Li4 P8 H32 N4 O32,-1.7543715241309528,5.3449
mp-3666,LiTaO3,Li2 Ta2 O6,-3.1227771396333353,3.7003
mp-1235533,LiAl2V4O8,Li1 Al2 V4 O8,-2.452234883555555,0.9430999999999994
mp-1176751,LiFe2O2F3,Li2 Fe4 O4 F6,-1.912865145104166,2.3844
mp-638276,LiEu4C3(IN2)3,Li2 Eu8 C6 I6 N12,-1.2064572262254905,0.4196
mp-758769,LiNi(CO3)2,Li4 Ni4 C8 O24,-1.6204635858333334,0.0
mp-752623,LiCoSiO4,Li6 Co6 Si6 O24,-2.3062009373809516,0.8684999999999999
mp-18048,LiZnAsO4,Li6 Zn6 As6 O24,-1.9967188063095231,2.9218
mp-1279363,LiFeOF,Li4 Fe4 O4 F4,-2.223518545208334,1.4747999999999997
mp-766000,LiVCr(P2O7)2,Li2 V2 Cr2 P8 O28,-2.6419416812811782,1.4875
mp-26093,LiNiPO4,Li4 Ni4 P4 O16,-2.353281488282313,3.0629000000000004
mp-1235471,LiCu6OF11,Li1 Cu6 O1 F11,-1.7744947357017546,0.0
mp-731921,LiBeNF4,Li4 Be4 N4 F16,-2.0738641772619055,2.8777
mp-865870,LiZr2Os,Li1 Zr2 Os1,-0.3868414916666687,0.0
mp-1206798,LiCa2Ge,Li1 Ca2 Ge1,-0.39443327458333277,0.0
mp-1112670,Cs2LiTlBr6,Cs2 Li1 Tl1 Br6,-1.6128252525977023,0.5505
mp-1235254,LiFe8(O3F)4,Li1 Fe8 O12 F4,-1.7149055741333314,0.0
mp-977391,LiNd2Os,Li1 Nd2 Os1,-0.1147703479166644,0.0
mp-768693,LiMnPCO7,Li4 Mn4 P4 C4 O28,-2.1761824725824757,0.7426
mp-605006,LiH8C2S2NO5,Li8 H64 C16 S16 N8 O40,-0.908158832741228,5.7273
mp-770866,LiMn5O8,Li4 Mn20 O32,-2.0187076537848947,0.0
mp-768665,LiBiB2O5,Li4 Bi4 B8 O20,-2.398097644907406,1.6436
mp-504948,LiScGeO4,Li4 Sc4 Ge4 O16,-2.8735505461904753,3.9614000000000003
mp-754504,LiMn3CrO8,Li1 Mn3 Cr1 O8,-1.9737106067020334,0.5277000000000001
mp-761164,LiNbF5,Li4 Nb4 F20,-3.0889304331666674,0.0633999999999999
mp-1035435,LiMg14FeO16,Li1 Mg14 Fe1 O16,-2.889751676041666,1.9419000000000004
mp-757123,LiVSiO4,Li4 V4 Si4 O16,-2.7533254726190473,1.9154999999999998
mp-1235359,Ba2LiLaCu3O7,Ba2 Li1 La1 Cu3 O7,-2.121137445773809,0.0
mp-1235739,K2LiNd4Nb2O12,K2 Li1 Nd4 Nb2 O12,-3.1299603237063476,0.0
mp-12403,LiBF4,Li3 B3 F12,-3.142573524861111,8.246
mp-759365,LiCuPO4,Li12 Cu12 P12 O48,-2.1285383584013595,0.059800000000000075
mp-761817,LiNbVO4,Li4 Nb4 V4 O16,-2.6685053279761908,1.2698
mp-757820,LiNiPO4,Li8 Ni8 P8 O32,-2.287238377032313,2.733
mp-1111476,Na2LiSbCl6,Na2 Li1 Sb1 Cl6,-1.4529085644166684,2.9225000000000003
mp-1017482,LiHfMg6,Li2 Hf2 Mg12,0.1444423570833333,0.0
mp-757956,LiP2WO7,Li1 P2 W1 O7,-2.487573800465367,3.9458999999999995
mp-1205646,K2LiPdF6,K2 Li1 Pd1 F6,-2.4865625004166767,0.37870000000000004
mp-1211965,KLiMoO4,K12 Li12 Mo12 O48,-2.248308087940476,4.5229
mp-1565491,LiV2NiO6,Li2 V4 Ni2 O12,-2.1736598458333325,1.5283000000000002
mp-1111244,K2LiSmCl6,K2 Li1 Sm1 Cl6,-2.2954816479166653,4.9171
mp-780424,LiMn(PO3)3,Li4 Mn4 P12 O36,-2.5665886651923526,4.1326
mp-1111657,K2LiTmCl6,K2 Li1 Tm1 Cl6,-2.309004981066664,5.0647
mp-22200,LiMnFeF6,Li3 Mn3 Fe3 F18,-2.882629916251596,2.4344
mp-765590,LiFePO4,Li4 Fe4 P4 O16,-2.401621558639455,3.6405000000000003
mp-26571,LiCrP2O7,Li4 Cr4 P8 O28,-2.6371730709199137,2.6633999999999998
mp-1222351,LiFeF6,Li2 Fe2 F12,-2.1840743085416623,1.2569
mp-1567478,LiVP2O7,Li4 V4 P8 O28,-2.686733326374458,2.0391000000000004
mp-1238856,Li(CrS2)2,Li4 Cr8 S16,-0.8974508597619035,0.0
mp-758605,LiMnF4,Li2 Mn2 F8,-2.8427141177107274,0.4745
mp-8491,LiInP2O7,Li2 In2 P4 O14,-2.5998495560714265,3.9726000000000004
mp-7800,LiSmO2,Li4 Sm4 O8,-3.175952080208333,3.3729999999999998
mp-1235206,K2LiS2(O2F)2,K2 Li1 S2 O4 F2,-2.122273112530302,1.0342
mp-1222331,LiY(MoO4)2,Li1 Y1 Mo2 O8,-2.491140433611111,3.2249999999999996
mp-504371,LiNi6P7O24,Li2 Ni12 P14 O48,-2.2762794963377186,0.30180000000000007
mp-767644,LiV(PO4)2,Li1 V1 P2 O8,-2.4992012168849196,0.43690000000000007
mp-1185369,LiLuIn2,Li1 Lu1 In2,-0.4459002358333315,0.0
mp-1235374,SrLiAl2B2O7,Sr1 Li1 Al2 B2 O7,-2.9304572095512813,0.0
mp-1111111,K2LiAuF6,K2 Li1 Au1 F6,-2.3616039042833328,0.44989999999999997
mp-1176665,LiMn2CoO6,Li1 Mn2 Co1 O6,-1.761449712419541,1.3976000000000002
mp-753908,LiMn2O3F,Li4 Mn8 O12 F4,-2.243369774170771,0.7647999999999999
mp-631545,LiBBr2,Li1 B1 Br2,0.5467032332638908,0.4841
mp-738389,Rb4Li(SO4)4,Rb16 Li4 S16 O64,-1.990033214133332,0.0
mp-35591,LiErS2,Li2 Er2 S4,-2.11467244265625,1.9886999999999997
mp-772524,LiTi2(PO4)3,Li2 Ti4 P6 O24,-2.989252528273809,2.7607999999999997
mp-1178395,CsLiO,Cs4 Li4 O4,-1.532606791829502,1.6344000000000003
